Prefix,Course Code,Course Name,Description,College
ENTP,ENTP3321,ENTP3321,,Naveen Jindal School of Management
ENTP,ENTP3330,"ENTP 3330 Introduction to Professional Selling (3 semester credit hours) The course is an introduction to professional sales and sales management. It will focus on the fundamentals of building and maintaining mutually beneficial business relationships. Emphasis will be placed on sales skills such as prospecting, making the sales call, developing compelling presentations, responding to objections, and closing the deal. Additionally, the course will provide insight into channel management such as design, functions, logistics, supply chain, and channel relationships. Prerequisite", A minimum of 45 semester credit hours completed. (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP3340,"ENTP 3340 Marketing Research (3 semester credit hours) This course provides an overview of the entire marketing research process, which involves collecting and analyzing data to facilitate better marketing decisions. Specific topics include problem definition, research design, use of secondary data, collecting primary data, designing surveys, sampling, fieldwork, basic data analysis, and reporting of findings. Students are expected to know basic marketing and have an aptitude for quantitative analysis. An estimated 20 Community Engagement hours can be earned if class project is applied to a nonprofit organization. Prerequisites", MKT 3300 and (STAT 3360 or OPRE 3360). (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP3360,"ENTP 3360 Entrepreneurial Finance (3 semester credit hours) Explores the process of raising capital and managing financial resources in entrepreneurial ventures. Focus on forecasting cash flows, cash flow management, capital budgeting, valuation, capital structure and the various financing methods and mechanisms available to entrepreneurs (bootstrapping, angel investors, venture capitalists, IPOs) seeking to raise capital for a new venture. Prerequisite", FIN 3320. (Same as FIN 3360) (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP4090,ENTP4090,,Naveen Jindal School of Management
ENTP,ENTP4311,"ENTP 4311 Entrepreneurial Strategy and Business Models (3 semester credit hours) Students will learn to assess and conduct in-depth analyses of potential business opportunities, with an emphasis on entrepreneurial business strategies, innovative business models and the determinants of new venture success in high tech and other business environments. Alternative strategies and approaches for market entry and the growth of a new venture will be explored in both domestic and international environments. The application of these frameworks, tools and techniques will be illustrated with case studies and a project focused on evaluating an existing or new venture and making recommendations to its management. Prerequisite", Minimum Sophomore standing. (3-0) P,Naveen Jindal School of Management
ENTP,ENTP4320,"ENTP 4320 Small Business Management (3 semester credit hours) An integrative course designed to help students develop the skills and knowledge required to successfully establish and manage a small business. The course addresses major problem areas faced by smaller companies, including development of systems and processes to monitor and run the business, legal issues in launching and growing the business, building and maintaining customer relationships, promotional planning, team building, conflict resolution, personnel and compensation issues, and development of exit strategies. The course will also address special issues unique to managing a family business and franchising. Prerequisite or Corequisite", ENTP 3301 or instructor consent required. (3-0) P,Naveen Jindal School of Management
ENTP,ENTP4330,"ENTP 4330 Entrepreneurial Marketing (3 semester credit hours) This course addresses the marketing challenges facing the entrepreneurial firm, including the introduction and marketing of new products and services without the benefit of an established reputation, channel infrastructure or customer base. Topics include the development of marketing strategies, channel selection and design, product positioning, competitive pricing strategies, advertising and promotion, etc., all within the framework of the resource and reputational limitations inherent in a new venture, whether in the context of an entrepreneurial startup or an established organization. Prerequisites", ENTP 3301 or instructor consent required. (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP4331,ENTP4331,,Naveen Jindal School of Management
ENTP,ENTP4335,"ENTP 4335 Digital and Internet Marketing (3 semester credit hours) The course provides an introduction to using marketing in the digital and social media environment. The course places special emphasis on using different platforms and on best practices in email, search engine optimization, paid search, social media, and web analytics. Students will learn how to create and manage a paid search advertising campaign using Google AdWords with the option of becoming Adwords certified (Fundamentals exam required). An estimated 10 hours of community engagement experience can be earned if the project is performed for a nonprofit organization. Prerequisite", MKT 3300. (Same as MKT 4330) (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP4340,"ENTP 4340 Social Sector Entrepreneurship and Community Engagement (3 semester credit hours) Students in this course will work on business solutions to problems in the social sector. This is a project-based course, with students getting hands on experience. Student projects will involve helping local social enterprises with mission definition, improving service delivery or business practices, fund-raising, marketing, IT solutions, HR issues, and/or governance. Prerequisites", At least Senior-level Standing and BCOM 4300. (Same as IMS 4335) (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP4350,"ENTP 4350 Corporate Entrepreneurship (3 semester credit hours) This course seeks to equip student with the skills required to develop new ideas and create viable new businesses within the context of an established organization. The course will address the development of an internal culture of innovation, processes for reviewing ideas and for developing business concepts, strategic analysis, and positioning for competitive advantage. The course will address both domestic and international corporate entrepreneurship. Prerequisite", Junior or Senior standing. (3-0) Y,Naveen Jindal School of Management
ENTP,ENTP4360,ENTP4360,,Naveen Jindal School of Management
ENTP,ENTP4395,"ENTP 4395 Capstone Senior Project - Entrepreneurship (3 semester credit hours) This course is intended to complement theory and provide an in-depth, hands-on experience in all aspects of a real business project. Students will work in teams as consultants on projects of interest to the industry and will be involved in specifying the problem and its solution, designing and analyzing the solution, and developing recommended solutions. The deliverables will include reports that document these steps as well as a final project report, including the challenges faced by the team. Teams will also make presentations. Prerequisites", Junior or Senior standing and FIN 3320 and OPRE 3310. Prerequisite or Corequisite: BCOM 4300. (3-0) S,Naveen Jindal School of Management
ENTP,ENTP4398,"ENTP 4398 Venture Capital Seed Fund (3 semester credit hours) This course evaluates investment risks and the upside of early-stage technology. Investments and/or grants will range from $10,000 to $100,000 in funding. Students apply a structured investment strategy and due diligence methodology that requires comprehensive involvement. Business assumptions and performance metrics will be evaluated utilizing market research, interviews with users/customers, and other industry professionals. The course may support the program activity of the UT Dallas Office of Research and Innovation and work alongside area venture capital firms assisting in their deal flow due diligence on real-world entrepreneurial startups. Completion of ENTP 3360 or FIN 3360 (Entrepreneurial Finance) preferred. This course can substitute for BPS 4395 Senior capstone course requirement if the student has a concentration, minor, or certificate in Innovation and Entrepreneurship. Prerequisites", Junior or Senior standing and instructor consent required. (3-0) Y,Naveen Jindal School of Management
